WSR_AV	T_PK	RH50	HT50	V70	CLASS
3.5	30.7	0.54	5850	10.52	0
3.7	30.1	0.54	5850	11.14	0
3	32.6	0.21	5865	11.34	0
4.2	30.7	0.16	5885	6.89	0
4.2	30.8	0.59	5905	12.85	0
3.6	32.4	0.15	5905	13.99	0
2	29.6	0.14	5890	8.4	0
2.7	26.2	0.5	5890	-0.26	0
2.6	30.9	0.42	5880	-1.62	0
3.3	31.7	0.21	5865	2.34	0
3.9	32.7	0.48	5860	2.61	0
2.4	29.7	0.29	5845	10.83	0
1.2	32.3	0.03	5850	-0.03	0
2.6	28.7	0.37	5890	-6.26	0
2.1	28.7	0.23	5845	-8.59	0
1.4	30.2	0.12	5845	-8.91	0
1.9	31.1	0.31	5835	-9.46	1
1.7	32.3	0.58	5820	-0.76	0
1.3	32.6	0.08	5865	-4.52	1
2.7	35	0.12	5860	-9.11	0
2.2	35.1	0.19	5880	-3.98	0
2.2	34	0.21	5880	-3.12	0
2.4	34.8	0.23	5860	5.42	0
1.7	34.8	0.31	5815	-1.52	0
1.7	29.6	0.78	5820	5.41	0
2	30.9	0.72	5825	5.48	0
1.4	31.9	0.18	5820	-0.01	0
1.4	31.9	0.19	5830	-4.63	0
2	33.5	0.16	5855	-2.52	1
2.7	31.2	0.04	5885	1.05	0
3.5	33.2	0.2	5870	7.93	0
3.2	33.1	0.35	5850	4.43	0
2.8	33.6	0.51	5840	2.8	0
1.7	30.8	0.71	5845	11.65	0
1.4	27.7	0.25	5845	3.14	0
1.1	28.1	0.58	5840	6.16	0
0.9	31.1	0.77	5845	6.07	0
1.2	31.7	0.15	5835	3.37	0
1.4	33.1	0.03	5840	3.58	0
1.5	33.4	0.15	5860	5.16	0
1.6	33.3	0.25	5880	2.39	0
1.8	31.4	0.12	5910	0.96	0
2.1	33.6	0.32	5920	-1.13	0
1	30.4	0.12	5910	-0.29	0
1.7	30.7	0.52	5885	-3.1	0
1.4	31.8	0.11	5865	-5.11	0
1.5	32.6	0.02	5880	0.3	0
1.7	30.8	0.29	5895	0.7	0
1.2	29.9	0.42	5880	-5.02	0
1.2	31.8	0.58	5870	-1.07	0
0.8	30.1	0.53	5865	0.95	0
1.1	29.7	0.84	5870	2.21	0
1.5	30.5	0.85	5885	3.72	0
2.3	32.2	0.78	5895	2.23	0
1.5	31.3	0.72	5925	5.06	0
1.6	30.3	0.32	5915	4.35	0
1.4	32.7	0.42	5900	-1.09	0
1.1	32.7	0.3	5905	-4.8	0
2.4	32.4	0.28	5885	-6.66	0
4.2	28.6	0.37	5880	4.21	0
1	33.4	0.14	5940	-0.31	1
1.4	32.4	0.44	5915	-4.49	0
1.6	32.4	0.53	5920	-0.8	0
1.9	33.2	0.35	5915	-6.32	0
2.6	33.7	0.53	5900	1.34	0
1.6	29.9	0.66	5895	-3.65	0
1.5	31.9	0.23	5905	0.04	0
1.3	31.3	0.39	5910	-0.19	0
1.2	32.6	0.38	5915	0.15	0
1.6	33.8	0.41	5910	0.44	0
2	34.4	0.35	5915	-2.05	0
2.1	34.2	0.1	5905	-0.57	0
2.3	34.8	0.48	5900	-0.93	0
2	34.5	0.3	5895	-1.79	0
1.9	35.1	0.29	5915	-2.04	0
2.3	35.6	0.78	5920	-0.65	0
2.7	38.3	0.12	5905	-4.22	0
1.3	36.9	0.15	5905	-13.85	0
1.1	34.2	0.42	5895	-8.19	0
1.5	30.3	0.21	5875	-10.39	0
2	29.4	0.48	5820	0.9	0
1.5	30.6	0.59	5905	11.03	0
2.4	33.2	0.3	5960	-1.47	0
1.6	32.4	0.37	5945	-0.58	0
1.5	34.4	0.33	5915	-2.6	0
1.4	33.5	0.36	5925	0.87	0
1.2	33.2	0.44	5925	-0.71	0
1.3	30.6	0.86	5880	-2.12	0
1.1	33.2	0.57	5885	-0.6	0
1.3	34	0.59	5900	-2.09	0
1.2	32.9	0.48	5915	-0.26	0
1.3	31.7	0.64	5910	0.67	0
1.6	32.9	0.82	5895	-0.06	0
2	32.2	0.77	5900	2.05	0
2.5	30.3	0.62	5905	3.43	0
2.2	27.2	0.91	5895	12.25	0
1.4	28.7	0.79	5895	11	0
0.8	27.2	0.76	5905	6.53	0
1.1	30.8	0.84	5905	2.86	0
1.2	29.4	0.09	5850	-4.09	0
0.8	29.3	0.05	5845	-2.74	0
0.9	29.7	0.04	5860	3.66	0
1.5	30.8	0.42	5860	4.54	0
1.5	30.4	0.21	5880	0.44	0
1.8	30.7	0.53	5885	0.21	0
1.7	26.7	0.84	5850	8.26	0
1	31.2	0.52	5835	11.64	0
1.4	31.1	0.11	5875	1.98	0
1.9	30.4	0.35	5890	0.05	0
2	30.4	0.03	5885	2.32	0
1.7	28.1	0.05	5875	3.18	0
1.3	30.2	0.58	5865	1.36	0
1.3	26.3	0.61	5870	0.89	0
1.8	22.9	1	5860	6.53	0
1.4	28.1	0.92	5860	3.38	0
1.1	29.4	0.03	5905	-8.43	0
1.2	29.4	0.12	5895	-0.8	0
1.1	30.3	0.62	5865	-3.34	0
0.6	27.8	0.44	5840	-1.27	0
0.8	30.3	0.65	5815	4.77	0
2.1	28.3	0.13	5840	-5.65	0
1.9	25.2	0.15	5855	-14	0
1.9	24.4	0.09	5890	-6.25	0
2.1	26.4	0.11	5900	-7.01	0
2.5	23.2	0.05	5865	-5.58	0
1.5	25.6	0.09	5835	-6.46	0
1.4	28	0.28	5835	-1.79	0
1.3	30.1	0.53	5855	0.82	0
1.3	29.1	0.47	5815	-0.81	0
2.3	29.4	0.1	5840	-0.92	0
1.7	25.4	0.78	5850	2.1	0
1.7	25.7	0.66	5845	3.56	0
1.3	27.8	0.02	5860	-4.57	0
1.3	28.1	0.36	5895	-2.39	0
1.1	27.8	0.59	5880	-0.3	0
2.2	26.5	0.32	5855	-1.46	0
1.8	24.4	0.08	5860	-5.84	0
1.6	28.8	0.1	5860	-2.7	0
1.2	24.8	0.11	5890	-10.96	0
0.8	25.5	0.1	5885	-7.77	0
0.7	28.1	0.05	5870	-3.73	0
0.8	29	0.1	5880	-3.47	0
1.6	31	0.07	5885	-5.07	0
1	31.7	0.14	5865	-6.6	1
1.8	28.7	0.17	5860	-0.25	0
1.6	25.9	0.51	5830	8.43	0
2.7	19.6	0.91	5815	1.12	0
1.4	18.6	0.88	5765	-2.58	0
1.6	24.8	0.12	5695	1.86	0
1.9	26.4	0.18	5760	-1.61	0
2.9	28.5	0.06	5855	6.67	0
2.8	27.4	0.08	5890	5.88	0
1.9	27.4	0.04	5920	1.86	0
2.3	27.3	0.03	5910	5.03	0
1.8	27.4	0.03	5900	3.33	0
1.2	28.1	0.2	5845	-0.5	0
1.7	20.8	0.17	5880	1.1	0
1.8	16.6	0.25	5885	1.88	0
2	18.2	0.32	5880	-0.67	0
1.9	20.5	0.31	5880	-1.43	0
1.8	25	0.04	5895	0.5	0
2.6	28.7	0.28	5895	2.57	0
1.4	28.7	0.12	5900	2.67	0
2.9	21.8	0.1	5900	-1.06	0
2.9	20.8	0.15	5885	-2.89	0
1.9	26.8	0.07	5855	7.32	0
1.3	24.9	0.21	5825	4.38	0
2.6	18.7	0.05	5785	-6.78	0
1.5	16.9	0.38	5775	-12.37	0
1.5	16.3	0.14	5765	-13.06	0
2.7	21.1	0.13	5785	-3.12	0
3.3	24.1	0.35	5795	3.57	0
4	19.3	0.28	5715	11.92	0
0.6	14.7	0.11	5675	-9.13	0
2.4	15.2	0.22	5730	-1.27	0
2.9	17.7	0.43	5725	5.45	0
3.4	22.9	0.18	5820	3.13	0
3.1	23.8	0.32	5800	6.01	0
2.5	13.3	0.76	5750	17.77	0
1.9	19.7	0.04	5820	4.34	0
2.3	23	0.14	5850	9.95	0
3.4	24.6	0.23	5845	4.47	0
3.3	24.3	0.08	5835	12.99	0
3.9	11.1	0.48	5795	12.14	0
4	6.8	0.39	5790	1.16	0
2.3	6.3	0.18	5810	-1.73	0
3.4	16.2	0.49	5760	-2.56	0
1.7	13.8	0.09	5740	-13.25	0
1.5	14.7	0.05	5770	-7.92	0
1.9	17.3	0.22	5805	4.88	0
1.2	19.3	0.87	5805	3.09	0
0.8	21.1	0.33	5790	-4.02	0
3.6	18.7	0.45	5750	3.62	0
4.7	14.6	0.3	5605	5.15	0
2.6	10.8	0.31	5600	-2.67	0
1.6	11.2	0.04	5695	-1.6	0
1.3	15.3	0.08	5725	0.36	0
0.6	17.5	0.05	5735	-2.82	0
1.4	18.1	0.12	5755	-5.9	0
3.7	21.8	0.38	5775	0.95	0
3.7	22.9	0.66	5700	14.74	0
4.6	21.6	0.32	5665	8.79	0
2.2	12.4	0.14	5680	-6.6	0
2.2	16.1	0.31	5690	4.35	0
2.8	13.1	0.74	5665	-0.78	0
1.6	11.8	0.57	5630	1.64	0
3	14.4	0.59	5650	6.61	0
3.4	14.9	0.45	5740	7.57	0
2.7	18.2	0.43	5730	19.24	0
3.5	12.3	0.08	5770	-4.53	0
2.9	19.1	0.3	5770	7.14	0
2.5	16.4	0.63	5755	4.28	0
2.5	12.1	0.87	5765	9.89	0
4	8.5	0.92	5745	9.76	0
2.4	6.7	0.57	5745	3.81	0
3.5	5.8	0.88	5675	7.37	0
1.8	14.2	0.07	5580	-4.66	0
1.2	16.9	0.39	5670	-1.58	0
2	18.7	0.12	5800	-15.68	0
3.6	21.1	0.09	5825	-3.85	0
2.3	23.6	0.06	5765	3.66	0
2.1	20.8	0.27	5740	-0.59	0
2.3	21.1	0.07	5760	0.36	0
1.8	19.2	0.38	5740	9.23	0
2	18.1	0.4	5690	6.06	0
3.8	13.6	0.55	5570	4.33	0
2.4	15.2	0.51	5560	-4.95	0
1.8	16.1	0.12	5715	-7.31	0
3.7	17.1	0.17	5800	4.5	0
1.8	21.6	0.18	5755	8.04	0
2.9	24.8	0.11	5800	6.15	0
3.8	24.8	0.55	5845	9.4	0
4.5	23.1	0.38	5840	13.65	0
1.4	24.5	0.26	5800	14.61	0
1.7	23.7	0.21	5820	15.65	0
1.9	28	0.06	5855	0.54	0
1.9	21	0.02	5865	-11.58	0
2.7	26	0.09	5795	-5.87	0
2.7	18.6	0.05	5780	-13.67	0
1.6	19.7	0.45	5785	-2.09	0
2.8	19	0.84	5760	5.37	0
1.4	18.6	0.55	5775	1.21	0
1.5	25.1	0.15	5725	-0.49	0
2.7	25.9	0.06	5720	-4.88	0
2.9	27.3	0.08	5770	-0.75	0
2.6	24.5	0.07	5810	-1.78	0
1.9	26.9	0.12	5840	0.57	0
1.7	22.7	0.08	5835	-4.44	0
2.5	20.2	0.13	5805	-2.25	0
3.1	21.2	0.23	5800	-0.68	0
3.4	20.8	0.8	5805	8.74	0
3.8	24.5	0.81	5795	7.09	0
3.7	23.6	0.41	5840	-0.11	0
3.9	23.8	0.4	5845	4.2	0
3	26.2	0.29	5825	7.07	0
1.5	21.2	0.13	5810	0.63	0
1.9	27.3	0.41	5765	-4.75	0
1	27.2	0.08	5735	-14.65	0
1.6	28.2	0.04	5735	-12.98	0
1.8	25.3	0.04	5725	-4	0
1.4	24.1	0.52	5730	-0.59	0
1.5	25.8	0.06	5745	-3.29	0
2.1	20.7	0.07	5755	3.58	0
2	27.2	0.17	5750	0.87	0
3.1	16.7	0.19	5725	5.06	0
3.2	12.7	0.59	5650	2.94	0
1.2	22.1	0.08	5685	-8.85	0
2.2	23.4	0.09	5790	-2.39	0
2.6	25.4	0.04	5825	-0.91	0
3.1	25.9	0.03	5850	2.03	0
3.7	25.8	0.05	5880	6.15	0
3	26.4	0.08	5905	4.69	0
3.4	25.7	0.6	5860	3.13	0
3.4	26.7	0.54	5775	4.67	0
3.5	27.9	0.26	5770	9.24	0
3.9	27.1	0.06	5820	7.41	0
2.3	23.9	0.57	5825	9.24	0
1.6	23	0.44	5810	2.64	0
2.3	25.8	0.84	5810	1.76	0
1.4	26.6	0.02	5775	-7	0
2.4	24.5	0.04	5805	-1.03	0
2.9	27.1	0.79	5775	13.16	0
3.9	23.3	0.46	5795	9.28	0
3	21.8	0.46	5750	-1.69	0
1.3	26.6	0.07	5770	-5.59	0
2	27.6	0.05	5810	-5.17	0
2	26.8	0.03	5825	3.45	0
2.4	26.7	0.41	5860	1.8	0
2.4	26.3	0.79	5850	4.53	0
3	27.7	0.79	5820	5.93	0
2.3	26.6	0.46	5805	2.9	0
2.1	26.2	0.43	5815	5.57	0
3	29.2	0.57	5815	10.57	0
2.6	26.4	0.47	5840	5.08	0
2	26.7	0.42	5820	0.97	0
1.9	27.1	0.06	5840	-0.23	0
2	27.9	0.12	5840	9.1	0
1.7	29.2	0.34	5845	3.95	0
2.6	29	0.21	5880	4.63	0
2.6	29.2	0.2	5895	2.78	0
3	29.4	0.08	5875	2.29	0
2.9	29.9	0.16	5870	0.87	0
2.9	30.3	0.33	5880	0.88	0
3	30.6	0.22	5900	1.06	0
2.8	30.2	0.42	5905	6.08	0
3	31.7	0.7	5910	3.24	0
2.1	29.7	0.25	5890	6.13	0
3.5	30.8	0.1	5875	3.38	0
3.7	31.8	0.16	5880	11.01	0
2	33.6	0.67	5860	12.52	0
2.3	33.6	0.07	5845	2.4	0
2.7	31.9	0.15	5855	1	0
1.7	32.2	0.52	5885	2.52	0
1.6	32.6	0.25	5900	-2.67	0
2.7	32.1	0.96	5830	-3.69	0
2.4	30.9	0.5	5855	5.75	0
2.6	27.6	0.41	5875	9.18	0
3.8	30.5	0.64	5890	9.67	0
2.9	30.8	0.2	5885	7.8	0
3.2	32.3	0.25	5875	4.12	0
2.7	32.1	0.19	5890	4.6	0
1.9	31.2	0.13	5890	3.59	0
1	30.9	0.14	5855	-1.36	0
1.1	27.2	0.26	5825	-0.92	0
1.1	25.6	0.5	5850	11.48	0
1.2	31.1	0.52	5910	9.08	0
1.1	32.9	0.12	5935	0.78	0
0.9	33.3	0.15	5945	-1.78	0
2	31.8	0.81	5875	-2.68	0
1.9	29.6	0.35	5855	5.05	0
1.7	26.4	0.85	5870	12.45	0
1.3	25.7	0.92	5875	10.84	0
1.3	25.1	0.86	5860	2.49	0
1.6	27.3	0.84	5865	6.16	0
1.3	30.7	0.58	5865	10.32	0
1.1	30.9	0.63	5900	7.39	0
1.1	30	0.82	5905	3.94	0
1.2	29.2	0.74	5900	4.35	0
1.7	31.6	0.88	5900	4.49	0
1.8	32.2	0.58	5895	-0.27	0
2.1	33	0.25	5880	-0.26	0
1.9	33.3	0.36	5880	-3.5	0
2.1	32.4	0.19	5895	2.36	0
1.5	32	0.37	5915	5.48	0
1.8	32.9	0.22	5900	2.63	0
2.1	31.1	0.51	5875	1.68	0
1.9	29.8	0.78	5850	0.28	0
1	32.2	0.48	5895	5.93	0
1	28.7	0.55	5920	2.87	0
1.2	33	0.63	5925	4.24	0
1.2	34.3	0.85	5920	-4.01	0
1.5	34.1	0.17	5905	-6.14	0
1.6	33.6	0.1	5900	-0.58	0
2.6	34.1	0.34	5900	-3.06	0
2.5	32.4	0.69	5880	-7.02	0
1.6	32	0.13	5875	-4.26	0
1.5	32.1	0.1	5885	0.98	0
1.2	31.4	0.38	5885	4.61	0
1	33.9	0.42	5895	-0.52	0
1.1	35.3	0.15	5900	-7.9	0
2.2	31	0.23	5905	-10.13	0
1.9	29.9	0.05	5890	-5.78	0
1.5	33	0.44	5910	2.43	0
1	31.3	0.37	5910	-3.06	0
1.5	33.3	0.16	5885	-4.36	1
2.8	29.2	0.09	5850	-0.91	0
1.8	28.7	0.11	5840	-10.45	0
1.7	29.3	0.1	5865	-11.37	0
1.7	29.3	0.11	5885	-4.26	0
1.7	31.1	0.03	5895	-2.05	0
2.7	34.7	0.32	5905	7.18	0
1.4	31.5	0.61	5890	3.84	0
2.7	32.8	0.95	5900	5.04	0
2.6	34.2	0.63	5910	5.88	0
2.3	33.6	0.29	5930	1.81	0
1.1	31.8	0.56	5910	1.7	0
1.1	31.1	0.7	5875	-4.02	0
1.6	32.8	0.56	5860	-3.65	0
1.8	30.5	0.07	5880	-4.1	0
1.2	30.1	0.06	5895	-2.37	0
1.2	29.2	0.44	5880	1.19	0
1.8	26.8	0.79	5860	5.84	0
1.3	31.6	0.92	5880	5.83	0
1.3	32.6	0.62	5900	0.88	0
1.3	33.6	0.72	5885	-3.27	0
1.8	29.2	0.11	5855	-2.83	0
1.4	30.8	0.09	5870	-0.71	0
1.6	33.1	0.08	5885	1.17	0
1	33.1	0.02	5900	-2.2	0
1.7	33.6	0.03	5890	1.72	0
2.2	31.3	0.03	5880	1.88	0
2	31.1	0.04	5875	2.65	0
1.5	33	0.11	5865	0.78	0
1.2	34.4	0.2	5850	-10.86	0
1.2	35.2	0.13	5885	-5.1	1
1.6	33.7	0.1	5900	-5.37	0
2.3	31.1	0.13	5890	-3.72	0
2.9	30.7	0.03	5885	5.76	0
2.6	30.8	0.03	5885	1.63	0
2.4	29.2	0.69	5870	3.87	0
1.5	30.6	0.48	5855	-5.91	0
1.4	30.7	0.25	5845	-2.38	0
1	31.9	0.66	5850	-2.54	0
0.9	30.9	0.07	5835	-0.49	0
1.8	31.8	0.17	5865	-1.41	0
1.3	28.2	0.07	5900	-0.22	0
1.6	32.2	0.16	5895	-2.85	0
1.2	26.7	0.51	5870	-0.84	0
1.9	29.8	0.36	5870	0.06	0
2.1	26	0.89	5890	3.75	0
2.1	27.7	0.92	5865	6.47	0
3.2	24.6	0.49	5835	1.61	0
3.1	23.9	0.1	5800	2.7	0
2.4	26.4	0.02	5790	-1.03	0
2.7	21.4	0.96	5750	0.13	0
3	31.1	0.13	5850	-1.4	0
4	31.9	0.1	5850	5.23	0
3.2	32.7	0.24	5855	3.34	0
2	32.9	0.31	5885	-1.61	0
2.1	32.4	0.48	5900	-2.66	0
2.8	31.4	0.13	5900	-1.48	0
1	26	0.05	5870	2.75	0
1.6	29.8	0.56	5855	-0.66	0
1.9	30.9	0.35	5870	2.36	0
2.3	30.6	0.09	5890	8.27	0
2.7	30.5	0.07	5900	6.96	0
2.7	30.3	0.06	5915	4.86	0
2.7	29.3	0.13	5905	4.73	0
2.1	30.2	0.1	5875	4.09	0
2.8	29.7	0.07	5855	6.16	0
1.6	25.2	0.11	5835	12.21	0
3.4	16.2	0.18	5820	17.77	0
1.6	20.8	0.05	5805	9.84	0
0.9	21.2	0.06	5835	-10.87	0
0.8	24.1	0.05	5855	-10.09	0
0.9	25.8	0.09	5875	-4.53	0
0.9	25.2	0.03	5880	-5.14	0
1.7	22.9	0.48	5885	-3.22	0
1.9	27.3	0.12	5865	3.73	0
2.9	21.6	0.08	5820	5.39	0
2.4	11.7	0.24	5790	-3.35	0
2.4	12.7	0.11	5810	-3.26	0
3.2	15.5	0.12	5835	5.07	0
3.4	20.5	0.21	5880	3.56	0
3.7	23.6	0.66	5880	2.61	0
2.8	24.4	0.74	5860	3.29	0
1.6	21.8	0.6	5830	11.89	0
1.3	23.3	0.12	5825	2.44	0
2.4	21	0.31	5810	7.5	0
1	22.1	0.78	5825	3.56	0
2.3	23.4	0.72	5830	5.34	0
3.6	26.1	0.85	5775	8.69	0
4.3	15.8	0.35	5700	15.06	0
3	22.6	0.22	5760	-1.26	0
4	21.7	0.19	5710	12.01	0
2.7	19.1	0.17	5780	-5.62	0
2.8	25	0.2	5825	7.12	0
3.6	15.3	0.41	5830	13.49	0
1.1	11.7	0.57	5815	7.3	0
0.9	17.2	0.19	5815	2.39	0
1.5	16.5	0.49	5785	1.81	0
2	23.5	0.88	5800	5.62	0
2.3	24.2	0.59	5820	6.43	0
1.7	20.6	0.09	5805	11.46	0
1.6	20.4	0.13	5820	3.89	0
2.9	25.6	0.27	5785	10.7	0
2.9	19.4	0.12	5730	-5.17	0
1.4	18.7	0.16	5715	-21.09	0
2.3	25.3	0.26	5785	-13.46	0
3.7	16.4	0.21	5820	-3.23	0
2.7	10.1	0.25	5795	-8.41	0
2.7	11.7	0.4	5760	-4.09	0
3	10.2	0.12	5745	4.43	0
2.1	14.8	0.2	5730	5.23	0
1.5	18.1	0.39	5695	-1.97	0
1.7	16.3	0.09	5665	-7.33	0
3.3	20.5	0.1	5710	-14.32	0
1.8	20.8	0.13	5720	6.91	0
3.9	17.6	0.45	5680	3.69	0
3.6	1.7	0.19	5670	4.53	0
1.7	8.2	0.77	5620	-2.97	0
0.8	13.7	0.13	5670	-8.7	0
1.6	14.8	0.07	5800	-3.5	0
2.6	18.4	0.04	5845	1.86	0
1.9	20.6	0.06	5845	2.24	0
2.1	23.6	0.25	5845	3.4	0
2.5	23.5	0.54	5820	2.43	0
