WSR_AV	T_PK	RH50	HT50	V70	CLASS
2.2	23	0.12	5775	-1.16	0
2.2	22.2	0.1	5755	-10.6	0
2.9	22.3	0.05	5770	1.18	0
2.1	29.9	0.39	5775	5.26	0
3.3	29.4	0.03	5760	5.66	0
1.6	25.3	0.12	5745	-15.37	0
2.6	24.6	0.15	5795	-14.05	0
2.8	26.6	0.22	5790	-0.71	0
3.2	26.9	0.05	5795	3.72	0
3	29.8	0.34	5790	12.55	0
3.6	19.1	0.9	5800	11.39	0
2.1	14.3	0.61	5770	11.41	0
2.1	23.2	0.45	5720	4.07	0
1.6	24.2	0.31	5740	-5.64	0
2.9	21.4	0.54	5735	-2.21	0
1.8	24.3	0.14	5685	-12.69	0
1.5	26.3	0.14	5680	-11.93	0
3.1	27	0.15	5730	-15.95	0
4.2	25.1	0.13	5790	-2.78	0
3.8	23.8	0.18	5805	7.23	0
2.3	26.3	0.02	5775	8.27	0
2.5	23.3	0.18	5780	14.14	0
2.5	23.7	0.45	5780	4.88	0
1.6	28.9	0.22	5745	0.18	1
2.6	31.7	0.21	5710	-4.31	0
2.3	29.7	0.16	5730	-5.14	0
1.8	30.3	0.58	5760	-5.43	0
2.5	29.1	0.55	5765	-3.92	0
2.3	31.7	0.06	5805	3.93	0
2.4	34	0.49	5840	13.74	0
2.5	30.8	0.13	5825	-0.63	0
2.3	30.7	0.14	5835	-13.41	1
2.9	29.2	0.21	5830	0.3	0
3	26.9	0.19	5865	3.03	0
4	29.7	0.08	5915	7.67	0
3.1	32.2	0.43	5940	6.8	0
1.8	31.8	0.33	5935	4.49	0
1.6	33.9	0.62	5935	-1.72	0
1.5	34.4	0.59	5935	-1.76	1
1.6	33.2	0.58	5930	-2.28	0
2.1	32.9	0.4	5935	-2.67	0
2.8	33.1	0.53	5940	-4.83	0
3.3	32.2	0.74	5905	-2.24	0
2.8	30.9	0.49	5905	3.6	0
3.1	32	0.49	5915	3.78	0
2.5	32.6	0.71	5865	-0.02	0
1.5	35.6	0.44	5880	2.05	0
1.5	35.9	0.19	5890	-1.56	1
1.7	36.9	0.15	5895	-6.96	0
2.3	37.5	0.09	5905	-5.54	0
2.5	37.2	0.04	5945	-5.31	0
3.3	35.6	0.03	5940	1.73	0
3.9	33.1	0.03	5935	6.88	0
3.9	33.9	0.12	5895	12.21	0
2.9	24.4	0.73	5865	5.32	0
3.1	30.5	0.03	5890	-6.14	0
4.5	32.4	0.06	5910	1.22	0
2.8	36.5	0.15	5875	-2.2	0
2.4	36.6	0.23	5860	2.86	0
4.4	34.3	0.12	5915	2.23	0
4	35.7	0.53	5940	7.03	0
3.7	36.8	0.25	5935	4.99	0
3.4	36.2	0.71	5915	1.99	0
2.1	33.9	0.16	5910	4.53	0
2.5	36.4	0.36	5915	5.42	0
2.7	35	0.5	5915	1.84	0
2.4	32.5	0.24	5915	3.18	0
2.1	34.2	0.41	5900	2.06	0
2.1	30.3	0.78	5900	1.91	0
3.2	34.1	0.18	5920	4.51	0
2.7	35.4	0.02	5920	0.93	0
2.3	34.7	0.3	5930	-0.87	0
2.8	29.3	0.45	5940	4.02	0
2.7	34.6	0.76	5930	11.42	0
2.1	36.1	0.63	5945	1.9	0
1.8	37.7	0.67	5945	-1.54	0
2.3	37.3	0.42	5945	1.99	0
2.5	38.2	0.1	5945	0.31	0
2.7	38.7	0.15	5945	1.16	0
3.3	38.6	0.17	5930	0.2	0
3.1	35.9	0.66	5895	-0.68	0
2.4	37.6	0.54	5875	0.27	0
1.8	34.2	0.59	5910	0.53	0
2.5	36.3	0.15	5935	-0.12	0
2.1	37.4	0.59	5940	-0.39	0
2.3	37.3	0.79	5925	-2.02	0
2.5	36.6	0.44	5925	-0.08	0
1.8	39.1	0.28	5950	-0.2	0
1.7	39.1	0.19	5965	-2.96	1
1.8	39.5	0.17	5955	-1.99	1
1.7	38	0.62	5920	-9.57	0
2	37.2	0.12	5920	-4.87	0
1.6	37.2	0.09	5925	-3.69	0
1.7	37	0.41	5925	-1.5	0
1.7	36.6	0.12	5930	-1.79	0
1.8	36.3	0.12	5910	-0.29	0
2.6	36.2	0.4	5920	0.33	0
1.4	34.9	0.84	5860	-0.18	1
1.6	34	0.21	5870	0.65	0
1	34.1	0.21	5910	-1.29	0
1.4	32.7	0.74	5920	-0.08	0
1.6	35.3	0.2	5900	-3.91	0
2.7	30.7	0.68	5920	1.43	0
3	28.1	0.87	5915	2.3	0
2.1	30.9	0.62	5915	3.61	0
1.5	33.7	0.46	5905	0.81	0
1.3	33.8	0.34	5905	-0.93	0
1.1	35.8	0.01	5925	-1.13	0
1.7	33.9	0.37	5910	-1.7	1
1.7	32.3	0.42	5885	2.21	0
2.1	33.9	0.62	5860	-2.28	0
1.1	36.5	0.14	5850	-10.57	1
1.7	35.7	0.05	5885	-8.75	1
1.6	31.6	0.44	5905	3.52	0
2.6	31.6	0.4	5860	0.74	0
3.7	33.5	0.29	5860	-2.23	0
6	25.6	0.81	5855	2.7	0
4.9	28.6	0.77	5855	13.28	0
3.4	28	0.82	5850	17.09	0
1.7	29.3	0.7	5860	7.18	0
2.2	28.5	0.44	5890	5.58	0
2.2	32.5	0.62	5875	1.25	0
2	33	0.39	5865	-5.04	0
1	32.2	0.43	5855	-1.2	0
1.1	33.7	0.31	5865	-0.49	0
1.3	33.8	0.68	5880	0.1	0
1.4	33.4	0.19	5910	-3.54	0
1.9	32.1	0.05	5920	-2.43	0
1.7	29.4	0.05	5920	0.56	0
1	33.4	0.03	5915	-4.74	0
1.6	34.8	0.16	5875	-15.27	0
1	34.8	0.18	5880	-14.87	0
2.7	31.5	0.14	5895	5.8	0
2.2	32.6	0.53	5875	3.8	0
2.7	30.5	0.7	5875	2.96	0
4.2	32.4	0.55	5860	0.65	0
2.6	27.9	0.24	5870	13.21	0
2.6	28.1	0.76	5870	1.79	0
2.1	14.2	0.06	5745	-6.82	0
3.1	22.9	0.2	5810	0.4	0
2.8	15.5	0.5	5895	5.35	0
2.5	15.3	0.85	5855	9.22	0
2	15.8	0.85	5815	10.4	0
2.1	17.2	0.62	5750	4.32	0
1.5	23.3	0.14	5780	-3.74	0
1.6	23.2	0.06	5830	-0.81	0
2.1	24.7	0.03	5855	2.18	0
2.8	17.2	0.15	5810	0.4	0
1.2	25.4	0.04	5845	-0.53	0
1.4	25.1	0.02	5880	-3.43	0
1.4	26.8	0.02	5855	0.13	0
0.8	26.5	0.1	5850	-3.9	0
1.7	26.9	0.08	5885	2.49	0
2	26.1	0.1	5880	0.96	0
2.9	26.9	0.03	5865	4.78	0
1.8	27	0.07	5855	13.47	0
0.9	25.3	0.05	5885	-1.71	0
1.2	26.1	0.03	5895	1.99	0
2.9	26.7	0.02	5860	6.08	0
3.6	27.4	0.11	5825	7.83	0
3.1	27.8	0.02	5835	3.67	0
3.4	28.4	0.15	5825	13.19	0
2.6	15.4	0.27	5830	3.97	0
4	11.6	0.37	5830	10.01	0
3.3	8.6	0.78	5825	7.19	0
3.8	8.6	0.17	5785	13	0
1.7	16.8	0.01	5770	0.81	0
0.8	17.4	0.05	5770	-10.11	0
0.9	16.3	0.04	5725	-10.5	0
2.9	20.3	0.03	5800	-1.16	0
1.6	25.1	0.49	5760	9.32	0
2.4	24.2	0.02	5850	3.55	0
3.7	25.7	0.02	5870	6.09	0
4.6	5.1	0.32	5855	6.06	0
2	4.4	0.98	5805	7.61	0
1.1	13.2	0.54	5745	-5.88	0
1.3	20.9	0.09	5795	2.46	0
1.9	17.5	0.07	5770	0.06	0
2.1	22.2	0.33	5750	1.63	0
4.2	24.1	0.68	5750	4.32	0
2.4	14.1	0.31	5625	-7.34	0
1.6	22.2	0.15	5715	-2.77	0
2.8	24.1	0.49	5755	-3.48	0
3.4	24.1	0.21	5750	5.45	0
4.5	9.9	0.38	5705	2.56	0
1.5	13	0.14	5670	-7.88	0
2.4	20.2	0.21	5715	-4.29	0
4	10.2	0.39	5720	1.94	0
1.3	15.5	0.08	5735	-1.14	0
2.8	22.9	0.03	5770	1.55	0
2.4	24.8	0.43	5730	10.03	0
1.9	23.2	0.21	5750	1.41	0
2.7	25.1	0.08	5785	-0.34	0
3.1	25.9	0.04	5795	-1.14	0
5	24.8	0.19	5765	6.43	0
4.8	23.2	0.36	5670	22.95	0
3.9	16.1	0.21	5605	10.13	0
1.6	22.6	0.03	5730	-10.08	0
2.4	24.2	0.05	5900	10.16	0
3.2	24.8	0.02	5855	17.93	0
3.5	22.9	0.04	5810	14.32	0
3.6	25.1	0.19	5770	15.86	0
3.3	16.4	0.07	5780	12.03	0
1.6	16.3	0.17	5770	8.19	0
1.9	21.2	0.55	5790	-1.19	0
2.3	23.7	0.08	5770	3.89	0
2.8	23.2	0.08	5840	1.26	0
3.5	26	0.06	5855	2.08	0
2.7	24.6	0.09	5805	8.43	0
3.2	26.4	0.03	5795	-2.95	0
3.1	27.3	0.41	5800	3.3	0
3.8	27	0.18	5800	2.15	0
5	26.8	0.47	5815	10.5	0
2	18.1	0.13	5785	-6.24	0
2.8	20.9	0.02	5785	-2.04	0
1.3	23.2	0.13	5755	-1.52	0
2.1	21.2	0.79	5665	8.79	0
3.5	20.6	0.14	5715	-2.17	0
3.5	15.5	0.22	5720	-12.44	0
3.4	13.4	0.23	5750	-15.92	0
2.3	21.6	0.03	5735	-10.03	0
2.5	23.1	0.27	5785	-3.88	0
3.5	25.4	0.29	5790	-1.44	0
2.8	26.1	0.55	5765	8.67	0
1.4	24.6	0.44	5725	-6.32	0
2.4	26.9	0.31	5750	-8.58	0
4.3	26.6	0.1	5690	0.54	0
2.9	19.1	0.47	5670	-4.36	0
3.6	22.9	0.06	5745	6.71	0
1.9	28.8	0.39	5770	3.63	0
4.4	18.1	0.31	5795	1.05	0
4.8	25.9	0.87	5795	9.16	0
1.5	27	0.06	5760	3.74	0
2.6	26.6	0.33	5765	1.8	0
5.8	19.6	0.66	5700	11.71	0
1.1	19.2	0.06	5655	-19.45	0
2.5	22.3	0.03	5775	-3.4	0
3.8	24.3	0.08	5785	2.62	0
4.1	22.8	0.56	5795	7.81	0
3.2	19.8	0.46	5775	4.25	0
1.5	22.9	0.08	5740	-8.1	0
2.5	23.5	0.06	5770	-4.92	0
1.7	26.3	0.23	5770	0.85	0
2.8	20.7	0.25	5755	0.47	0
1.9	21.1	0.13	5725	-8.42	0
2.7	23.2	0.38	5770	6.78	0
2.3	19.6	0.55	5780	14.61	0
1.8	15.4	0.66	5750	6.31	0
1.5	22.1	0.16	5740	-2.49	0
3.1	24.5	0.19	5770	0.32	0
3.3	24.9	0.7	5815	5.04	0
3.7	24.6	0.43	5770	13.23	0
2.4	26.7	0.04	5795	12.23	0
2.2	29.1	0.3	5840	6.31	0
3.9	29.6	0.36	5915	4.13	0
3.4	30.4	0.49	5870	4.2	0
2.4	31	0.58	5850	6	0
2	29.3	0.63	5865	7.82	0
2.9	29.2	0.58	5905	2.57	0
3.1	25.8	0.34	5900	1.6	0
3.9	29.7	0.17	5810	13.64	0
1.6	21.2	0.39	5660	-7.08	0
3	28.5	0.05	5780	-8.68	0
5	29.8	0.34	5790	5.08	0
3.9	31.9	0.05	5855	13.01	0
2.8	27.5	0.35	5810	6.26	0
3.3	27.4	0.29	5800	-10.95	0
3.4	24.8	0.06	5795	-6.71	0
3.3	26.2	0.07	5790	-3.63	0
2.1	32.7	0.32	5770	10.09	1
2.1	28.3	0.23	5780	3.75	0
1.5	30.5	0.21	5765	2.73	0
3	24.3	0.22	5820	6.97	0
2.9	29.2	0.35	5775	3.81	0
1.9	26.1	0.65	5775	0.65	0
1	29.9	0.07	5795	-3.83	0
2.4	30.4	0.09	5835	-4.91	0
3.8	30.2	0.22	5865	6.51	0
3.5	29.6	0.32	5870	8.54	0
2.3	27.1	0.87	5845	1.47	0
1.7	29.2	0.04	5850	-3.7	0
2.1	30.8	0.21	5860	-3.8	0
1.5	31.4	0.14	5865	-1.69	0
1.8	30.8	0.22	5860	-8.44	0
2.2	31.4	0.5	5855	-4.9	0
2	28.9	0.3	5840	2.21	0
1.7	30.3	0.33	5845	-3.9	0
1.2	28.5	0.87	5835	0.7	0
2.4	31.9	0.15	5830	-4.52	0
2.8	32.2	0.54	5855	-4.07	0
2.3	31.2	0.56	5880	-4.59	0
1.5	30.7	0.27	5885	-2.18	0
1.4	27.8	0.42	5880	1.32	0
1.7	29	0.48	5855	3.34	0
1.7	29.7	0.88	5850	3.57	0
1.4	31.1	0.76	5855	2.02	0
1.2	28.3	0.61	5865	-0.59	0
1.1	27.3	0.79	5865	-0.57	0
1.4	31.1	0.68	5870	-0.39	0
1.9	30.7	0.27	5865	-1	0
2.3	30.2	0.13	5885	-1.43	0
2.1	30.6	0.06	5895	-1.11	0
2.2	30.8	0.35	5885	-1.24	0
2.1	29.8	0.39	5885	0.97	0
1.4	30.1	0.79	5885	5.05	0
2.1	30.5	0.92	5880	8.64	0
2.3	31.2	0.86	5890	4.6	0
1.9	28.1	0.71	5880	8.06	0
3.2	32.4	0.66	5890	5.4	0
3.1	32.9	0.48	5910	3.85	0
2.5	32.6	0.34	5905	1.11	0
3.1	32.9	0.46	5885	2.07	0
2.1	31.5	0.34	5930	2.9	0
1.1	30.3	0.5	5915	1.3	0
1.3	29.6	0.92	5915	-3.98	0
1.7	29.4	0.66	5905	3.67	0
1.7	30.9	0.84	5895	4.58	0
1.2	31.1	0.47	5905	5.64	0
1.7	30.1	0.8	5915	2.21	0
1.1	28.9	0.91	5900	-1.5	0
1.5	32.9	0.08	5895	-3.91	0
2	32.4	0.05	5895	-2.34	0
1.3	30.6	0.06	5900	2.01	0
1.5	33.8	0.3	5920	-3.73	0
1.3	31.3	0.94	5820	2.5	0
1.1	33.4	0.49	5910	-0.05	0
1.8	34.4	0.65	5910	-0.97	0
2.1	34.1	0.47	5925	-0.02	0
2.2	34.2	0.12	5905	3.04	0
1.3	34.6	0.4	5910	2.96	0
1.5	33.9	0.29	5925	-0.87	0
1.1	35.4	0.36	5920	-1.79	0
1.2	35.1	0.15	5895	-3.05	1
1.5	34.7	0.16	5915	-0.97	1
2.7	35.6	0.26	5910	-1.14	0
2.5	35.2	0.51	5920	0.15	0
3.1	35.3	0.34	5930	0.57	0
2.7	36.2	0.34	5935	0.19	0
1.6	36.9	0.3	5925	-3.82	0
2	35.4	0.15	5920	-9.86	0
1.7	34.1	0.01	5940	0	0
1.7	33.8	0.21	5955	-0.71	0
1.2	35.4	0.16	5945	-0.01	1
1.6	37.3	0.05	5910	-4.24	0
1.6	38.7	0.1	5905	-2.55	0
2	34.2	0.17	5910	-0.8	1
2.6	32.9	0.02	5905	-1.16	0
1.8	31.4	0.37	5895	2.03	0
1.6	35.8	0.3	5900	-1.82	0
1.9	36.6	0.03	5905	-4.25	0
2	35.8	0.03	5905	-3.29	0
1	34.8	0.15	5895	-3.41	0
1.1	33.6	0.08	5885	-6.14	0
1.1	36.1	0.15	5880	-3.65	0
1.2	33.8	0.34	5860	-5.86	0
2	27	0.77	5845	3.99	0
1.5	32.3	0.42	5875	9.85	0
1.8	31.8	0.11	5885	3.45	0
1.7	32	0.04	5885	0.99	0
1.5	33.8	0.64	5895	2.97	0
1.4	33.7	0.54	5895	0.71	1
1.7	32.9	0.56	5890	-0.53	0
1.4	34.8	0.52	5875	-1.1	0
1.6	33.6	0.43	5855	-7.81	0
1.8	32.3	0.02	5850	-10.23	0
1.7	32.5	0.02	5860	-5.63	1
1.5	32.7	0.12	5880	-3.86	0
2.4	33.7	0.15	5885	-3.19	0
2.4	31.5	0.43	5865	-3.77	0
2.1	32.3	0.04	5850	-6.28	0
1.5	31.2	0.08	5875	-3.53	0
1	32.7	0.18	5855	-0.48	0
1.4	35.6	0.03	5860	-4.24	0
3.4	28.3	0.09	5865	-12.19	0
1.8	26.2	0.03	5820	-9.34	0
1.2	28.2	0.03	5830	-5.7	1
1.6	29.9	0.02	5835	-0.83	0
2.3	30.4	0.09	5830	3.28	0
1.1	25.4	0.01	5890	-4.23	0
1.4	26.1	0.02	5860	-0.11	0
1.7	29.8	0.02	5865	3.23	0
2.3	31.3	0.18	5880	-2.58	0
2.3	28.6	0.03	5865	-6.84	0
1.8	29.6	0.86	5855	4.06	0
1.5	29.8	0.01	5870	3.41	0
2	30.5	0.02	5870	-1.16	0
1.6	30.4	0.04	5860	0.25	0
1.3	30.9	0.02	5860	2.59	0
1.4	30.6	0.01	5870	-1.14	0
1.9	30.1	0.02	5860	5.3	0
1.4	30.2	0.02	5855	6.11	0
2.8	27.4	0.24	5830	3.49	0
2.5	17.5	0.35	5815	-1.22	0
2.9	14.6	0.53	5815	4.12	0
1.8	22.2	0.05	5820	1.48	0
0.7	23.9	0.05	5805	-6.67	0
1.3	29	0.04	5805	-10.68	0
1.8	24.7	0.04	5830	-8.69	0
1.1	21.8	0.09	5795	-8.04	0
1.2	23.4	0.06	5800	-4.87	0
1	26.4	0.06	5845	-2.55	1
1.6	26.7	0.05	5855	-0.88	0
2.4	26.6	0.35	5850	1.86	0
3.1	28.6	0.15	5830	7.2	0
2	21.2	0.1	5700	12.45	0
3.9	18.3	0.03	5785	-13.8	0
1.8	18.2	0.02	5785	-9.39	0
2.2	24.9	0.2	5810	0.76	0
2.4	25.5	0.05	5845	1.42	0
1.4	25.6	0.02	5915	-2.03	0
0.8	25.4	0.08	5915	-1.71	0
1	24.9	0.15	5875	-0.74	1
1.1	25.8	0.05	5870	-1.95	1
0.6	27.4	0.04	5880	-3.97	0
1.2	26.6	0.04	5890	-9.73	0
1	25.9	0.16	5875	-3.79	0
0.5	25.5	0.07	5865	1.02	0
1.2	27.7	0.11	5845	-1.58	0
1	25.2	0.04	5795	-9.58	0
1.6	24.4	0.13	5780	-8.91	0
2.5	26	0.14	5795	-0.37	0
2.5	27.8	0.07	5795	-0.41	0
1.4	24.7	0.15	5800	-0.81	0
2.5	26.8	0.02	5780	-0.8	0
3.6	25.8	0.16	5770	0.97	0
2.8	25.1	0.09	5785	5.5	0
2.9	18.6	0.46	5815	1.69	0
2.8	12.9	0.13	5750	7.39	0
1.1	17.7	0.12	5680	0.83	0
1.8	23.6	0.08	5780	-5.17	0
1.2	24.4	0.04	5860	-0.75	0
1.6	23.8	0.03	5875	-6.47	0
2.3	19.4	0.25	5850	-7.65	0
2.3	21.7	0.09	5835	-5.89	0
3.9	24.1	0.07	5825	7.24	0
4.3	25.1	0.42	5765	11.89	0
3.5	24.2	0.06	5775	13.32	0
3.7	14.2	0.15	5770	14.08	0
1	14.6	0.02	5730	-7.68	0
1.8	19.2	0.02	5805	5.79	0
2.9	22.1	0.02	5810	8.36	0
3.1	22.8	0.12	5805	4.98	0
1.5	17.9	0.04	5815	3.76	0
3.4	21.2	0.33	5825	7.47	0
4.3	21.4	0.55	5765	11.88	0
3.2	14.4	0.03	5650	9.25	0
2.8	22.4	0.11	5660	-1.62	0
2.6	13.9	0.13	5720	6.94	0
1.4	15.5	0.15	5720	-1.95	0
2.1	18.1	0.17	5710	5.09	0
3.1	13.7	0.24	5710	10.13	0
3	10.4	0.47	5675	10.27	0
1.4	13.7	0.05	5700	2.49	0
1.7	15.8	0.04	5770	2.8	0
1.6	20.6	0.1	5810	-6.96	0
1.4	13.6	0.1	5825	-10.42	0
1.3	18.7	0.09	5850	-6.46	0
2.8	21.9	0.56	5800	-4.2	0
2.9	15.6	0.14	5720	-9.24	0
1.4	24.2	0.09	5770	-10.48	0
2.7	24.2	0.23	5775	0.7	0
1.9	21.7	0.55	5775	0.51	0
2.1	13.3	0.04	5780	-6.88	0
4.2	19.4	0.03	5795	0.51	0
2.6	15.8	0.29	5795	8.91	0
2.2	21.7	0.18	5770	10.45	0
2.8	26.3	0.1	5785	-2.45	0
3.7	26.1	0.05	5825	3.59	0
2.9	25.9	0.31	5840	1.6	0
3.3	18.4	0.13	5870	-7.61	0
2.7	21.6	0.02	5870	-2.74	0
2.2	24.1	0.25	5850	1.31	0
2	24.8	0.2	5840	-0.66	0
3.4	26.3	0.16	5840	-0.75	0
3.7	26.6	0.44	5825	-4.22	0
2.9	18.4	0.09	5795	-10.43	0
3.1	15.6	0.29	5765	-3.58	0
3.1	24.4	0.05	5760	-0.91	0
2.6	23.2	0.66	5725	1.99	0
2.5	13.4	0.04	5680	-7.99	0
2.2	16.2	0.31	5695	-10.79	0
3.2	8.3	0.49	5700	-12.8	0
4.5	11.8	0.44	5715	-5.79	0
4.1	3.9	0.48	5710	6.46	0
3.6	5.8	0.15	5705	2.06	0
2.7	13.4	0.45	5700	1.75	0
1.9	13.9	0.5	5710	-1.47	0
1.8	20.6	0.67	5725	2.31	0
3.1	18.3	0.09	5730	-6.69	0
1.8	12.2	0.31	5735	-7.7	0
2.4	15.8	0.55	5790	-3.27	0
1.9	20.1	0.23	5790	1.59	0
2	21.5	0.69	5710	-11.25	0
2.4	22.8	0.06	5745	-13.44	0
3.9	25.1	0.24	5785	-2.74	0
3.3	26.1	0.11	5770	3.08	0
2.3	24.2	0.38	5770	1.88	0
2.7	26.6	0.49	5760	8.16	0
1.3	25.6	0.09	5740	-2.09	0
3	26.7	0.19	5815	-3.6	0
2.7	23.9	0.57	5830	0.27	0
3.8	25.4	0.64	5820	9.11	0
3.5	26.8	0.27	5800	12.33	0
3.4	18.9	0.1	5825	0.43	0
1.9	19.6	0.18	5835	-4.26	0
2.7	21.7	0.05	5850	-3.26	0
4.1	22.9	0.14	5845	0.8	0
4.1	24	0.19	5795	12.04	0
3.8	24.9	0.11	5805	4.56	0
2.7	22.1	0.18	5785	15.38	0
1.5	23.3	0.32	5760	3.42	0
3	20.6	0.1	5825	-2.53	0
3.9	26.2	0.59	5815	-0.48	0
3.7	22.6	0.15	5780	4.84	0
2.5	19.4	0.15	5775	-4.42	0
3.1	23.2	0.19	5835	1.31	0
4.6	26.5	0.43	5820	12.41	0
3	26.7	0.03	5815	2.39	0
2.2	29.3	0.08	5810	8.96	0
4.5	20.1	0.11	5740	7.77	0
1.9	17.9	0.1	5730	-5.32	0
2.5	20	0.13	5760	0.18	0
2.4	17.9	0.09	5745	4.63	0
1.7	23.1	0.74	5720	13.6	0
1.5	24.2	0.06	5700	5.64	0
3	23.7	0.22	5745	0.83	0
1.9	24.9	0.06	5750	7.45	0
4.1	19.2	0.43	5690	9.97	0
3.1	21.4	0.08	5680	-5.77	0
3.9	22.3	0.3	5785	8	0
4.3	23.7	0.68	5825	10.59	0
3.3	24.6	0.42	5850	4.92	0
2.5	26.9	0.06	5830	8.05	0
2	26.8	0.56	5830	0.94	0
2.4	27.1	0.58	5800	-1.27	0
2.4	26.7	0.02	5695	-8.72	0
2.1	29.6	0.31	5725	-0.47	0
2.9	23.6	0.15	5790	-6.07	0
1.9	24.8	0.79	5815	10.17	0
1.9	22.3	0.9	5805	16.72	0
3.1	20.9	0.64	5780	18.86	0
2	18.7	0.45	5685	-12.29	0
2.5	23.7	0.06	5780	-8.67	0
3.3	25.4	0.06	5800	2.49	0
2.9	27.4	0.05	5770	0.19	0
3.6	19.5	0.05	5775	-1.96	0
3	18.6	0.02	5795	-10.7	0
3.6	23.5	0.33	5805	0.74	0
3.4	24.7	0.69	5815	4.96	0
2.8	21.3	0.27	5800	3.62	0
2.1	17.2	0.49	5760	-3.9	0
1.4	22.6	0.11	5720	-3.4	0
3.3	24.2	0.04	5745	-4.21	0
2.2	26.7	0.07	5800	1.06	0
1.2	29.3	0.04	5835	-3.45	0
2.5	29.1	0.33	5845	-4.38	0
4	29	0.21	5850	-1.81	0
2.1	29.2	0.54	5870	4.67	0
2.6	25.6	0.23	5825	-10.02	0
3	28.8	0.71	5790	3.13	0
1.5	27.8	0.04	5780	-12.05	0
1.1	29.3	0.45	5785	-11.27	1
2.1	29.4	0.22	5800	-12.68	0
1.4	29.1	0.62	5800	-1.8	0
2.4	26.8	0.03	5805	-7.41	0
4.2	25.5	0.18	5825	2.61	0
2.4	27.6	0.26	5820	5.82	0
2.4	23.3	0.68	5780	10.94	0
2.7	27.6	0.38	5780	4.23	0
3.4	28	0.46	5795	5.65	0
4.2	29.1	0.54	5815	3.12	0
3.7	29.2	0.44	5850	-2.26	0
3.3	30.1	0.37	5845	-0.66	0
2.9	29.7	0.07	5830	5.64	0
2.6	30	0.36	5845	-0.69	0
3.9	30.1	0.06	5870	2.18	0
3.4	30.8	0.1	5865	3.28	0
2.4	26.1	0.51	5840	0.44	0
2.1	26.7	0.25	5835	-4.02	0
2.5	28.2	0.16	5845	-2.31	1
3.4	30.2	0.18	5875	-3.32	0
4.6	30.6	0.15	5890	5.11	0
4.2	29.6	0.07	5885	13.84	0
3.1	29.6	0.04	5885	10.92	0
1.8	25.9	0.48	5840	8.96	0
1.3	29.6	0.02	5825	1.32	0
